loan_id,product,state,industry,annual_revenue,ebitda,leverage_ratio,interest_coverage_ratio,years_in_business,facility_type,facility_limit,drawn_balance,undrawn_amount,ccf,ead,seniority,has_director_guarantee,security_type,collateral_value,security_coverage_ratio,default_date,default_trigger,contract_rate_proxy,cost_of_funds_proxy,discount_rate,resolution_strategy,workout_months,realised_lgd,industry_risk_score,industry_risk_level,industry_debt_to_ebitda_benchmark,industry_icr_benchmark,discount_rate_proxy_used,discount_rate_source,icr_driver,dscr_driver,industry_driver,industry_recovery_haircut,lgd_industry_adjusted,lgd_base,macro_downturn_scalar,industry_downturn_adjustment,downturn_scalar,combined_downturn_scalar,overlay_source,parameter_version,scenario_id,lgd_downturn,industry_moc,lgd_with_moc,cure_overlay_rate_proxy,liquidation_loss_proxy,lgd_after_cure_overlay_proxy,cure_overlay_applied_flag,cure_overlay_source,supervisory_lgd,lgd_final,std_module,std_security_or_stage_band,std_product_segment,std_cashflow_family,std_property_backed_subtype,std_industry_risk_band
111,Commercial,VIC,Transport,2051607.0,425553.15,8.41,5.77,4,Overdraft,1890652.1,1221178.18,669473.93,0.8661,1801017.91,Senior Secured,1,Property,1589919.28,0.8828,2018-07-27,90 DPD,0.0831,0.0479,0.0831,Write-off,19,0.414686,2.14,Medium,2.6,3.8,0.0831,max_contract_vs_cost_of_funds,,,Transport,0.0028000000000000026,0.417486,0.417486,1.1942673333333333,0.9729999999999999,1.1620221153333332,1.1620221153333332,macro_plus_industry,v1.0,baseline,0.485127964842052,0.029136000000000002,0.5142639648420521,0.10906,0.5142639648420521,0.4581783368363778,True,secured_proxy,0.35,0.5142639648420521,commercial,Unknown,Property,Property,NotApplicable,Low
112,Commercial,WA,Manufacturing,18180190.42,1162385.3,13.36,1.07,10,Term Loan,13869581.14,11145805.4,2723775.74,1.0,13869581.14,Senior Secured,1,PPSR - Mixed,10520245.66,0.7585,2018-05-28,Covenant Breach,0.064,0.0598,0.064,Receivership,26,0.596535,3.5,Elevated,3.2,3.1,0.064,max_contract_vs_cost_of_funds,,,Manufacturing,0.03,0.6265350000000001,0.6265350000000001,1.3189399999999998,1.075,1.4178604999999997,1.4178604999999997,macro_plus_industry,v1.0,baseline,0.8883392283674999,0.0324,0.9207392283674999,0.06333333333333335,0.9207392283674999,0.8624257439042249,True,secured_proxy,0.35,0.9207392283674999,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Elevated
113,Commercial,SA,Financial Services,2300802.67,435331.0,14.13,2.28,6,Overdraft,3530399.29,1993551.45,1536847.84,0.9971,3525993.84,Senior Unsecured,1,Property,3603512.71,1.022,2022-12-05,90 DPD,0.074,0.0645,0.074,Workout,31,0.243579,2.45,Medium,2.5,4.0,0.074,max_contract_vs_cost_of_funds,,,Financial Services,0.009000000000000005,0.252579,0.252579,1.199833333333333,0.99625,1.1953339583333331,1.1953339583333331,macro_plus_industry,v1.0,baseline,0.3019162558618749,0.02988,0.45,0.0869,0.33179625586187494,0.302963161227478,True,secured_proxy,0.45,0.45,commercial,Unknown,Property,Property,NotApplicable,Low
114,Commercial,WA,Construction,3830445.85,421397.98,31.05,0.72,29,Revolving Credit,12575543.8,8155947.35,4419596.45,0.6724,11127857.2,Senior Secured,0,PPSR - Receivables,10877736.17,0.9775,2019-01-22,Voluntary Administration,0.0592,0.0592,0.0592,Workout,23,0.759246,2.68,Medium,3.3,3.1,0.0592,max_contract_vs_cost_of_funds,,,Construction,0.013600000000000003,0.772846,0.772846,1.2281,1.0135,1.24467935,1.24467935,macro_plus_industry,v1.0,baseline,0.9619454569301,0.030431999999999997,0.9923774569301,0.11133333333333331,0.9923774569301,0.8818927667252157,True,secured_proxy,0.35,0.9923774569301,commercial,Unknown,PPSR - Receivables,PPSR - Receivables,NotApplicable,Medium
115,Commercial,VIC,Construction,19170372.16,1396279.91,8.81,2.75,20,Term Loan,6999725.58,6886807.39,112918.18,1.0,6999725.58,Senior Secured,0,Property,8584662.79,1.2264,2023-11-28,Voluntary Administration,0.0745,0.0679,0.0745,Workout,24,0.15482,2.68,Medium,3.3,3.1,0.0745,max_contract_vs_cost_of_funds,,,Construction,0.013600000000000003,0.16842000000000001,0.16842000000000001,1.1729999999999998,1.0135,1.1888355,1.1888355,macro_plus_industry,v1.0,baseline,0.20022367491,0.030431999999999997,0.35,0.15694666666666665,0.23065567491,0.1944550355851252,True,secured_proxy,0.35,0.35,commercial,Unknown,Property,Property,NotApplicable,Medium
116,Commercial,QLD,Education & Training,6453297.97,1300769.38,0.68,50.31,18,Term Loan,579547.9,578156.27,1391.63,1.0,579547.9,Senior Secured,0,Property,712624.59,1.2296,2020-09-21,90 DPD,0.0556,0.0543,0.0556,Workout,31,0.159762,2.3,Medium,1.8,5.0,0.0556,max_contract_vs_cost_of_funds,,,Education & Training,0.005999999999999997,0.165762,0.165762,1.199833333333333,0.9849999999999999,1.181835833333333,1.181835833333333,macro_plus_industry,v1.0,baseline,0.19590347140499992,0.029519999999999998,0.35,0.12842,0.2254234714049999,0.19647458920716981,True,secured_proxy,0.35,0.35,commercial,Unknown,Property,Property,NotApplicable,Low
117,Commercial,VIC,Construction,8951171.88,1408203.89,2.5,9.04,31,Revolving Credit,3722010.31,2877337.36,844672.95,0.6568,3432155.19,Senior Secured,0,PPSR - Mixed,1744322.36,0.5082,2020-08-06,Voluntary Administration,0.0613,0.0535,0.0613,Voluntary Administration,21,0.863867,2.68,Medium,3.3,3.1,0.0613,max_contract_vs_cost_of_funds,,,Construction,0.013600000000000003,0.8774670000000001,0.8774670000000001,1.389048,1.0135,1.4078001480000002,1.4078001480000002,macro_plus_industry,v1.0,baseline,1.2352981724651164,0.030431999999999997,1.2657301724651164,0.08416666666666668,1.0,0.9158333333333333,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Medium
118,Commercial,QLD,Financial Services,5006207.07,923563.52,3.77,7.93,28,Term Loan,2851953.75,2437910.88,414042.88,1.0,2851953.75,Senior Secured,0,PPSR - Mixed,2918857.34,1.0235,2024-06-03,Voluntary Administration,0.0618,0.0513,0.0618,Write-off,30,0.600671,2.45,Medium,2.5,4.0,0.0618,max_contract_vs_cost_of_funds,,,Financial Services,0.009000000000000005,0.609671,0.609671,1.248,0.99625,1.24332,1.24332,macro_plus_industry,v1.0,baseline,0.7580161477199999,0.02988,0.7878961477199999,0.09136666666666667,0.7878961477199999,0.7159087030233159,True,secured_proxy,0.35,0.7878961477199999,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Low
119,Commercial,VIC,Manufacturing,4423008.99,550325.51,5.39,7.92,5,Term Loan,1530614.3,1350671.29,179943.01,1.0,1530614.3,Senior Secured,1,PPSR - Mixed,672797.73,0.4396,2019-02-27,Covenant Breach,0.084,0.068,0.084,Voluntary Administration,23,0.858432,3.5,Elevated,3.2,3.1,0.084,max_contract_vs_cost_of_funds,,,Manufacturing,0.03,0.888432,0.888432,1.3999999999999997,1.075,1.5049999999999997,1.5049999999999997,macro_plus_industry,v1.0,baseline,1.3370901599999998,0.0324,1.3694901599999998,0.07583333333333334,1.0,0.9241666666666667,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Elevated
120,Commercial,NSW,Education & Training,5545343.24,699729.07,27.05,1.7,12,Overdraft,10659500.0,5952452.41,4707047.59,0.9058,10216047.03,Senior Secured,1,Property,12769059.8,1.2499,2022-12-05,90 DPD,0.0775,0.0668,0.0775,Workout,18,0.061125,2.3,Medium,1.8,5.0,0.0775,max_contract_vs_cost_of_funds,,,Education & Training,0.005999999999999997,0.06712499999999999,0.06712499999999999,1.15,0.985,1.13275,1.13275,macro_plus_industry,v1.0,baseline,0.07603584374999998,0.029519999999999998,0.35,0.18664666666666668,0.10555584374999999,0.085854197366875,True,secured_proxy,0.35,0.35,commercial,Unknown,Property,Property,NotApplicable,Low
121,Commercial,QLD,Construction,14622817.43,2919161.97,0.87,22.31,24,Term Loan,1759339.21,1665179.92,94159.29,1.0,1759339.21,Senior Secured,0,GSR Only,659774.16,0.375,2023-08-08,Receivership,0.0714,0.05,0.0714,Write-off,18,0.986623,2.68,Medium,3.3,3.1,0.0714,max_contract_vs_cost_of_funds,,,Construction,0.013600000000000003,1.000223,1.0,1.3224999999999998,1.0135,1.3403537499999998,1.3403537499999998,macro_plus_industry,v1.0,baseline,1.3403537499999998,0.030431999999999997,1.3707857499999998,0.03383333333333333,1.0,0.9661666666666666,True,dampened_unsecured_proxy,0.35,1.0,commercial,Unknown,GSR Only,GSR Only,NotApplicable,Medium
122,Commercial,NSW,Retail Trade,5170293.52,574804.22,18.15,1.29,32,Overdraft,6623788.01,4872969.49,1750818.52,0.7779,6234902.21,Senior Unsecured,1,GSR Only,2818005.54,0.452,2022-05-23,Receivership,0.0638,0.0556,0.0638,Voluntary Administration,23,0.877298,3.23,Elevated,3.1,3.2,0.0638,max_contract_vs_cost_of_funds,,,Retail Trade,0.0246,0.901898,0.901898,1.3416666666666663,1.05475,1.4151229166666663,1.4151229166666663,macro_plus_industry,v1.0,baseline,1.276296528295833,0.031752,1.308048528295833,0.026541666666666665,1.0,0.9734583333333333,True,dampened_unsecured_proxy,0.45,1.0,commercial,Unknown,GSR Only,GSR Only,NotApplicable,Elevated
123,Commercial,QLD,Health Care,8517713.06,1263130.12,16.47,2.99,22,Revolving Credit,10428600.36,6215393.81,4213206.54,0.6069,8772252.04,Senior Unsecured,1,GSR Only,4190194.77,0.4777,2020-10-24,90 DPD,0.0554,0.0699,0.0699,Write-off,33,0.840466,2.22,Medium,2.1,4.5,0.0699,max_contract_vs_cost_of_funds,,,Health Care,0.004400000000000004,0.844866,0.844866,1.38,0.979,1.3510199999999999,1.3510199999999999,macro_plus_industry,v1.0,baseline,1.1414308633199999,0.029328,1.17075886332,0.011958333333333336,1.0,0.9880416666666667,True,dampened_unsecured_proxy,0.45,1.0,commercial,Unknown,GSR Only,GSR Only,NotApplicable,Low
124,Commercial,NSW,Construction,1799754.21,360726.9,50.88,0.4,6,Overdraft,13846807.1,8104513.17,5742293.93,0.8387,12920297.87,Senior Unsecured,1,PPSR - P&E,8379826.15,0.6486,2021-09-13,Voluntary Administration,0.0687,0.0609,0.0687,Workout,24,0.755522,2.68,Medium,3.3,3.1,0.0687,max_contract_vs_cost_of_funds,,,Construction,0.013600000000000003,0.7691220000000001,0.7691220000000001,1.3505040000000001,1.0135,1.3687358040000002,1.3687358040000002,macro_plus_industry,v1.0,baseline,1.0527248190440883,0.030431999999999997,1.0831568190440883,0.07166666666666668,1.0,0.9283333333333333,True,secured_proxy,0.45,1.0,commercial,Unknown,PPSR - P&E,PPSR - P&E,NotApplicable,Medium
125,Commercial,NSW,Health Care,7651163.74,718054.79,4.47,5.46,27,Overdraft,2335218.09,2007419.12,327798.97,0.9768,2327620.96,Senior Secured,1,GSR Only,1285630.27,0.5523,2019-01-08,Voluntary Administration,0.0659,0.0621,0.0659,Receivership,12,0.813092,2.22,Medium,2.1,4.5,0.0659,max_contract_vs_cost_of_funds,,,Health Care,0.004400000000000004,0.817492,0.817492,1.3044565,0.9789999999999999,1.2770629134999998,1.2770629134999998,macro_plus_industry,v1.0,baseline,1.043988715282942,0.029328,1.073316715282942,0.03383333333333333,1.0,0.9661666666666666,True,dampened_unsecured_proxy,0.35,1.0,commercial,Unknown,GSR Only,GSR Only,NotApplicable,Low
126,Commercial,VIC,Wholesale Trade,6706355.93,1582438.23,7.76,2.96,36,Overdraft,11526263.0,8219429.07,3306833.93,0.9858,11479284.43,Senior Secured,0,PPSR - P&E,9170167.51,0.7988,2022-11-03,90 DPD,0.0768,0.0665,0.0768,Receivership,27,0.806804,3.23,Elevated,3.5,2.9,0.0768,max_contract_vs_cost_of_funds,,,Wholesale Trade,0.0246,0.8314039999999999,0.8314039999999999,1.308432,1.05475,1.380068652,1.380068652,macro_plus_industry,v1.0,baseline,1.147394597547408,0.031752,1.179146597547408,0.05916666666666667,1.0,0.9408333333333333,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - P&E,PPSR - P&E,NotApplicable,Elevated
127,Commercial,ACT,Real Estate,5574943.7,1190446.57,8.13,2.07,4,Term Loan,8950859.29,7778259.0,1172600.29,1.0,8950859.29,Senior Secured,1,GSR Only,4769117.42,0.5328,2021-11-26,Receivership,0.0614,0.0597,0.0614,Workout,31,0.746125,2.9,Medium,3.8,2.7,0.0614,max_contract_vs_cost_of_funds,,,Real Estate,0.018,0.764125,0.764125,1.361017333333333,1.03,1.4018478533333332,1.4018478533333332,macro_plus_industry,v1.0,baseline,1.0711869909283334,0.03096,1.1021469909283335,0.014875000000000003,1.0,0.985125,True,dampened_unsecured_proxy,0.35,1.0,commercial,Unknown,GSR Only,GSR Only,NotApplicable,Medium
128,Commercial,QLD,Construction,13130294.25,1300119.8,13.28,2.18,34,Term Loan,12530593.88,11811331.36,719262.53,1.0,12530593.88,Senior Secured,1,PPSR - Mixed,6355458.9,0.5072,2023-09-21,Voluntary Administration,0.0837,0.057,0.0837,Workout,20,0.762708,2.68,Medium,3.3,3.1,0.0837,max_contract_vs_cost_of_funds,,,Construction,0.013600000000000003,0.7763080000000001,0.7763080000000001,1.3854079999999998,1.0135,1.4041110079999999,1.4041110079999999,macro_plus_industry,v1.0,baseline,1.090022608398464,0.030431999999999997,1.1204546083984641,0.08833333333333335,1.0,0.9116666666666666,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Medium
129,Commercial,VIC,Arts & Recreation,16803647.53,2119019.02,9.23,2.81,30,Overdraft,13338598.66,10499870.0,2838728.67,0.77,12685566.1,Senior Unsecured,1,PPSR - Mixed,11936492.92,0.941,2022-12-28,Covenant Breach,0.0808,0.0573,0.0808,Write-off,15,0.613266,3.1,Elevated,2.4,3.3,0.0808,max_contract_vs_cost_of_funds,,,Arts & Recreation,0.022000000000000002,0.635266,0.635266,1.22124,1.045,1.2761958,1.2761958,macro_plus_industry,v1.0,baseline,0.8107238010828,0.03144,0.8421638010828,0.12486666666666665,0.8421638010828,0.737005614454261,True,secured_proxy,0.45,0.8421638010828,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Elevated
130,Commercial,NSW,Utilities,11734360.66,1988845.97,7.93,2.81,7,Overdraft,9914101.22,5589277.93,4324823.28,0.9484,9691075.59,Senior Secured,1,PPSR - Receivables,4298290.8,0.4435,2019-05-13,Covenant Breach,0.0723,0.046,0.0723,Workout,34,0.825042,1.9,Low,3.0,3.5,0.0723,max_contract_vs_cost_of_funds,,,Utilities,0.0,0.825042,0.825042,1.4439999999999997,0.955,1.3790199999999997,1.3790199999999997,macro_plus_industry,v1.0,baseline,1.13774941884,0.02856,1.1663094188399998,0.030000000000000013,1.0,0.97,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - Receivables,PPSR - Receivables,NotApplicable,Low
131,Commercial,NSW,Accommodation & Food,5733541.14,1291070.96,9.39,2.92,19,Revolving Credit,6996024.78,6490416.34,505608.44,0.6398,6813905.3,Senior Secured,1,PPSR - Mixed,5360224.02,0.7867,2023-10-18,Covenant Breach,0.0737,0.0494,0.0737,Voluntary Administration,20,0.72408,2.68,Medium,2.7,3.7,0.0737,max_contract_vs_cost_of_funds,,,Accommodation & Food,0.013600000000000003,0.73768,0.73768,1.2847879999999998,1.0135,1.302132638,1.302132638,macro_plus_industry,v1.0,baseline,0.96055720439984,0.030431999999999997,0.9909892043998401,0.08833333333333335,0.9909892043998401,0.9034518246778541,True,secured_proxy,0.35,0.9909892043998401,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Medium
132,Commercial,QLD,Construction,6110914.5,650686.93,26.77,1.66,35,Term Loan,8255671.32,7801743.42,453927.9,1.0,8255671.32,Senior Secured,1,PPSR - Mixed,4263479.36,0.5164,2024-02-11,Covenant Breach,0.0723,0.0577,0.0723,Voluntary Administration,22,0.787796,2.68,Medium,3.3,3.1,0.0723,max_contract_vs_cost_of_funds,,,Construction,0.013600000000000003,0.8013960000000001,0.8013960000000001,1.3900960000000002,1.0135,1.4088622960000003,1.4088622960000003,macro_plus_industry,v1.0,baseline,1.1290566085652165,0.030431999999999997,1.1594886085652165,0.08000000000000002,1.0,0.9199999999999999,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Medium
133,Commercial,SA,Arts & Recreation,6095918.48,721703.1,11.13,3.39,35,Revolving Credit,3524613.92,3255849.32,268764.6,0.5132,3393791.62,Senior Secured,0,PPSR - Mixed,3534139.4,1.0414,2023-01-08,Covenant Breach,0.0648,0.0468,0.0648,Voluntary Administration,35,0.800529,3.1,Elevated,2.4,3.3,0.0648,max_contract_vs_cost_of_funds,,,Arts & Recreation,0.022000000000000002,0.8225290000000001,0.8225290000000001,1.268,1.045,1.32506,1.32506,macro_plus_industry,v1.0,baseline,1.0899002767400001,0.03144,1.12134027674,0.07411333333333332,1.0,0.9258866666666666,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Elevated
134,Commercial,NSW,Financial Services,10690124.76,2352752.58,1.08,26.31,9,Overdraft,1241225.07,1169686.45,71538.61,0.9591,1238302.45,Senior Secured,0,Property,1257472.34,1.0155,2021-11-23,90 DPD,0.073,0.0527,0.073,Workout,20,0.337298,2.45,Medium,2.5,4.0,0.073,max_contract_vs_cost_of_funds,,,Financial Services,0.009000000000000005,0.346298,0.346298,1.1576666666666664,0.9962500000000001,1.1533254166666664,1.1533254166666664,macro_plus_industry,v1.0,baseline,0.39939428514083325,0.02988,0.42927428514083327,0.13143333333333335,0.42927428514083327,0.3728533349304898,True,secured_proxy,0.35,0.42927428514083327,commercial,Unknown,Property,Property,NotApplicable,Low
135,Commercial,QLD,Accommodation & Food,2270083.35,562196.95,7.35,5.0,36,Term Loan,1749097.62,1526679.92,222417.7,1.0,1749097.62,Senior Secured,1,Property,2077902.17,1.188,2023-04-11,Voluntary Administration,0.0837,0.0464,0.0837,Workout,12,0.191095,2.68,Medium,2.7,3.7,0.0837,max_contract_vs_cost_of_funds,,,Accommodation & Food,0.013600000000000003,0.204695,0.204695,1.15,1.0135,1.165525,1.165525,macro_plus_industry,v1.0,baseline,0.23857713987499998,0.030431999999999997,0.35,0.17426666666666665,0.26900913987499997,0.22212981376611665,True,secured_proxy,0.35,0.35,commercial,Unknown,Property,Property,NotApplicable,Medium
136,Commercial,QLD,Mining,1379942.96,109019.33,182.45,0.16,35,Term Loan,11517365.7,9998410.34,1518955.36,1.0,11517365.7,Senior Secured,1,Property,15124196.64,1.3132,2021-06-15,90 DPD,0.0612,0.045,0.0612,Receivership,16,0.010418,3.5,Elevated,3.5,2.9,0.0612,max_contract_vs_cost_of_funds,,,Mining,0.03,0.040417999999999996,0.040417999999999996,1.15,1.075,1.2362499999999998,1.2362499999999998,macro_plus_industry,v1.0,baseline,0.04996675249999999,0.0324,0.35,0.19930666666666663,0.08236675249999999,0.06595050961506665,True,secured_proxy,0.35,0.35,commercial,Unknown,Property,Property,NotApplicable,Elevated
137,Commercial,NSW,Financial Services,12468121.1,2566181.34,3.02,6.78,4,Term Loan,4812184.94,3977576.43,834608.51,1.0,4812184.94,Senior Secured,1,Property,5293461.35,1.1,2023-07-27,90 DPD,0.0711,0.063,0.0711,Workout,20,0.204305,2.45,Medium,2.5,4.0,0.0711,max_contract_vs_cost_of_funds,,,Financial Services,0.009000000000000005,0.213305,0.213305,1.1576666666666664,0.9962500000000001,1.1533254166666664,1.1533254166666664,macro_plus_industry,v1.0,baseline,0.24601007800208327,0.02988,0.35,0.14833333333333334,0.27589007800208326,0.23496638309844092,True,secured_proxy,0.35,0.35,commercial,Unknown,Property,Property,NotApplicable,Low
138,Commercial,VIC,Construction,1509195.7,248010.94,57.77,1.01,28,Term Loan,6099534.17,5045294.34,1054239.83,1.0,6099534.17,Senior Secured,1,PPSR - Receivables,4869293.23,0.7983,2019-06-13,Receivership,0.0609,0.0529,0.0609,Voluntary Administration,32,0.5024,2.68,Medium,3.3,3.1,0.0609,max_contract_vs_cost_of_funds,,,Construction,0.013600000000000003,0.516,0.516,1.328612,1.0135,1.346548262,1.346548262,macro_plus_industry,v1.0,baseline,0.694818903192,0.030431999999999997,0.725250903192,0.03833333333333334,0.725250903192,0.69744961856964,True,secured_proxy,0.35,0.725250903192,commercial,Unknown,PPSR - Receivables,PPSR - Receivables,NotApplicable,Medium
139,Commercial,WA,Manufacturing,964057.86,150140.07,77.72,0.48,7,Revolving Credit,7661616.65,7188949.8,472666.86,0.5499,7448875.15,Senior Secured,1,Property,8224844.08,1.1042,2018-10-11,Receivership,0.0745,0.0456,0.0745,Workout,23,0.260685,3.5,Elevated,3.2,3.1,0.0745,max_contract_vs_cost_of_funds,,,Manufacturing,0.03,0.29068499999999997,0.29068499999999997,1.1691666666666665,1.075,1.2568541666666664,1.2568541666666664,macro_plus_industry,v1.0,baseline,0.3653486534374999,0.0324,0.3977486534374999,0.13667333333333334,0.3977486534374999,0.343387019143352,True,secured_proxy,0.35,0.3977486534374999,commercial,Unknown,Property,Property,NotApplicable,Elevated
140,Commercial,QLD,Professional Services,16470142.38,2124613.49,6.45,3.22,15,Term Loan,9931956.75,8486935.37,1445021.38,1.0,9931956.75,Senior Secured,0,PPSR - Receivables,10060012.04,1.0129,2018-05-26,90 DPD,0.0586,0.0545,0.0586,Voluntary Administration,15,0.678466,2.18,Medium,2.3,4.3,0.0586,max_contract_vs_cost_of_funds,,,Professional Services,0.0036000000000000034,0.6820660000000001,0.6820660000000001,1.2,0.9760000000000001,1.1712,1.1712,macro_plus_industry,v1.0,baseline,0.7988356992000001,0.029232,0.8280676992000001,0.13924666666666666,0.8280676992000001,0.7127620323120641,True,secured_proxy,0.35,0.8280676992000001,commercial,Unknown,PPSR - Receivables,PPSR - Receivables,NotApplicable,Low
141,Commercial,VIC,Professional Services,3088018.17,402346.66,39.79,0.67,24,Overdraft,9483118.46,5642890.11,3840228.35,0.9431,9264645.14,Senior Unsecured,1,Property,7292313.28,0.7871,2024-03-22,90 DPD,0.0794,0.0564,0.0794,Write-off,21,0.455885,2.18,Medium,2.3,4.3,0.0794,max_contract_vs_cost_of_funds,,,Professional Services,0.0036000000000000034,0.459485,0.459485,1.2349505,0.9760000000000001,1.205311688,1.205311688,macro_plus_industry,v1.0,baseline,0.55382264096068,0.029232,0.58305464096068,0.08416666666666668,0.58305464096068,0.5339808753464894,True,secured_proxy,0.45,0.58305464096068,commercial,Unknown,Property,Property,NotApplicable,Low
142,Commercial,NSW,Retail Trade,1289407.03,252787.87,71.88,0.34,22,Overdraft,10804065.38,7501682.73,3302382.65,0.7505,9980201.29,Senior Secured,0,PPSR - Mixed,6012514.19,0.6024,2023-04-10,Voluntary Administration,0.0744,0.0618,0.0744,Voluntary Administration,32,0.846833,3.23,Elevated,3.1,3.2,0.0744,max_contract_vs_cost_of_funds,,,Retail Trade,0.0246,0.8714329999999999,0.8714329999999999,1.399136,1.05475,1.475738696,1.475738696,macro_plus_industry,v1.0,baseline,1.2860073990713679,0.031752,1.3177593990713679,0.03833333333333334,1.0,0.9616666666666667,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Elevated
